TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-19315-2026","2026-06-22 14:39:49","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","2550000","107.66","107.66","Office","B3-117","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE MERTOPOLIS"
"11-19316-2026","2026-06-22 14:27:01","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3000000","104.33","104.33","2 B/R","B1-009","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Palace Residences - North"
"11-19317-2026","2026-06-22 15:09:22","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2900000","109.01","109.01","2 B/R","P1-BA-206","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - VIDA Residences"
"11-19318-2026","2026-06-22 14:29:57","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","390000","42.66","42.66","Studio","B3-37","","","IMG World Adventures","0","0","","DESERT SUN TOWER"
"11-19319-2026","2026-06-22 17:00:25","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar First","Land","Residential","2720000","858.8","858.8","","","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-19320-2026","2026-06-23 15:08:31","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","288000","40.59","40.59","Studio","","Rashidiya Metro Station","City Centre Mirdif","","0","0","","INTERNATIONAL CITY EMARATI"
"11-19321-2026","2026-06-22 14:32:31","Sales","Sale","Ready","Free Hold","Residential","EMAAR SOUTH","Unit","Flat","1250000","92.38","92.38","2 B/R","G-101","","","Al Makhtoum International Airport","0","0","","Golf Views "
"11-19322-2026","2026-06-22 14:37:12","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","680000","39.57","39.57","Studio","P4-34","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Pearl House II By Imtiaz"
"11-19323-2026","2026-06-22 14:49:23","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2480000","120.98","120.98","3 B/R","P6-42","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AYKON CITY 2"
"11-19324-2026","2026-06-22 14:50:23","Sales","Sale","Ready","Free Hold","Residential","Zaabeel Second","Unit","Flat","2400000","108.45","108.45","2 B/R","G-397","Financial Centre","Dubai Mall","Burj Khalifa","0","0","","Downtown Views II"
"11-19325-2026","2026-06-25 08:45:36","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","750000","45.79","45.79","Studio","","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","MAJESTINE"
"11-19326-2026","2026-06-22 14:48:54","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","39108.67","36.81","36.81","Studio","P1-155","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Bloom Towers"
"11-19327-2026","2026-06-22 16:14:12","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","320756","43.4","43.4","Studio","B3- 78","","","IMG World Adventures","0","0","","AJMAL SARAH"
"11-19328-2026","2026-06-22 15:24:28","Sales","Sale","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Unit","Flat","385000","35.84","35.84","Studio","G-595","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL KHAIL HEIGHTS"
"11-19329-2026","2026-06-29 10:06:11","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","860000","98.62","98.62","2 B/R","B1-109","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","GLOBAL GOLF RESIDENCE 2"
"11-19330-2026","2026-06-23 08:30:06","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","970000","70.48","70.48","1 B/R","P1-86","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","MIRACLZ TOWER"
"11-19332-2026","2026-06-22 15:47:35","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","119400.45","41.79","41.79","Studio","G-30","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","OXFORD RESIDENCE 2"
"11-19333-2026","2026-06-22 15:47:01","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2700000","140.42","140.42","2 B/R","L4-137","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL HABTOOR CITY"
"11-19334-2026","2026-06-22 16:07:41","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","18955.14","47.73","47.73","Studio","B-168","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","FORTUNATO"
"11-19335-2026","2026-06-23 08:35:25","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","24552.36","40.11","40.11","Studio","G-01","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","LINCOLN PARK"
"11-19336-2026","2026-06-22 15:10:27","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","735200","55.31","55.31","1 B/R","B1-79","Dubai Internet City","","Motor City","0","0","","Azizi Mirage 1"
"11-19337-2026","2026-06-22 15:47:43","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2000000","86.31","86.31","1 B/R","589","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","0","0","",""
"11-19338-2026","2026-06-22 15:55:45","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","2030000","151.62","151.62","2 B/R","G-31","","","IMG World Adventures","0","0","",""
"11-19339-2026","2026-06-22 16:22:45","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","6200000","327.26","327.26","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 9"
"11-19340-2026","2026-06-22 15:59:52","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","2350000","111.8","111.8","Office","B2-59","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","OPAL TOWER"
"11-19341-2026","2026-06-22 17:02:25","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","485000","43.24","43.24","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-19342-2026","2026-06-22 17:09:03","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","485000","43.26","43.26","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-19343-2026","2026-06-22 17:05:48","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","485000","43.24","43.24","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-19344-2026","2026-06-22 16:11:36","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","879999","38.28","38.28","Studio","P4-31","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-19345-2026","2026-06-22 16:40:37","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","889999","39.92","39.92","Studio","P4-30","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-19346-2026","2026-06-22 16:38:06","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","879999","38.79","38.79","Studio","P4-28","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-19347-2026","2026-06-22 16:30:11","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","889999","40.34","40.34","Studio","P4-29","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-19348-2026","2026-06-22 16:27:51","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","879999","39.93","39.93","Studio","P4-25","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-19349-2026","2026-06-22 16:51:59","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","850000","59.14","59.14","1 B/R","P5-18","","","","0","0","","Binghatti Heights"
"11-19350-2026","2026-06-22 17:24:53","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1579999","77.73","77.73","1 B/R","P2-58","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-19351-2026","2026-06-22 17:17:40","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","879999","39.73","39.73","Studio","P4-24","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-19352-2026","2026-06-22 17:58:52","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","510000","37.61","37.61","Studio","G-125","Rashidiya Metro Station","City Centre Mirdif","","0","0","","Lawnz Residence by Danube "
"11-19356-2026","2026-06-23 16:11:03","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Land","General Use","78614307","4348.88","4348.88","","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-19357-2026","2026-06-23 08:34:20","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","6949.55","36.43","36.43","Studio","P-60","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","EATON PLACE"
"11-19360-2026","2026-06-23 08:38:23","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej First","Land","General Use","9863000","1542.57","1542.57","","","","","","0","0","",""
"11-19361-2026","2026-06-24 12:44:44","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Hotel Rooms","818898.32","32.06","32.06","Studio","EU","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","0","0","","TFG MARINA"
"11-19364-2026","2026-07-01 16:03:22","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","10000000","210.52","210.52","3 B/R","P1-1246, P1-1237","Knowledge Village","Marina Mall","Burj Al Arab","0","0","","TIARA RESIDENCE"
"11-19365-2026","2026-06-23 14:19:18","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1150000","99.23","99.23","2 B/R","B2-A-04","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Canal Residence West 2"
"11-19366-2026","2026-06-23 09:05:39","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1100000","71.44","71.44","1 B/R","14  B1","Dubai Marina","Marina Mall","Burj Al Arab","0","0","",""
"11-19367-2026","2026-06-23 09:25:05","Sales","Sale","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","1050000","92.51","92.51","2 B/R","TC26-G-82","","","Motor City","0","0","","REMRAAM"
"11-19368-2026","2026-06-23 09:39:26","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","450000","40.56","40.56","Studio","P-80","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","joya verde residences dubai"
"11-19369-2026","2026-06-23 09:45:12","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","860000","69.04","69.04","1 B/R","P225","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","SULAFA TOWER"
"11-19370-2026","2026-06-25 12:29:00","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1950000","129.2","129.2","2 B/R","G-36","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Vista by Prestige One "
"11-19371-2026","2026-06-23 11:36:05","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","970000","43.72","43.72","1 B/R","P3-3","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","ZADA TOWER"
"11-19372-2026","2026-06-23 09:45:41","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","10500000","736.07","736.07","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-19373-2026","2026-06-23 09:37:23","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Unit","Flat","440000","40.4","40.4","Studio","G-135","","","","0","0","","DAMAC HILLS (2) - VIRIDIS "
"11-19374-2026","2026-06-23 12:56:53","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","540000","34.2","34.2","Studio","B-38","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","THE HAVEN RESIDENCES "
"11-19375-2026","2026-06-23 11:12:57","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Fourth","Land","Land","12500000","619.82","619.82","","","","","","0","0","","Harmony"
"11-19377-2026","2026-06-23 09:54:24","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","600000","67.32","67.32","1 B/R","B2-12","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- SUMMER"
"11-19378-2026","2026-06-23 10:15:02","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1450000","80.94","80.94","1 B/R","B3-46","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","WEST WHAREF TOWER"
"11-19379-2026","2026-06-23 10:44:01","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LIVING","Unit","Flat","4415540.05","203.66","203.66","3 B/R","B-94, B-95","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","Asayel at Madinat Jumeirah Living"
"11-19380-2026","2026-06-23 10:20:46","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1850000","123.5","123.5","2 B/R","B4-40","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","ELITE RESIDENCE"
"11-19381-2026","2026-06-23 13:32:26","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","330000","45","45","Studio","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-19382-2026","2026-06-23 11:09:55","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","5700000","132.42","132.42","3 B/R","P2-2124, P2-2125","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Vida Dubai Mall"
"11-19383-2026","2026-06-23 10:28:35","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","740000","67.44","67.44","1 B/R","B-79","","","Expo 2020 Site","0","0","","The Pulse Residence Plaza"
"11-19384-2026","2026-06-23 11:20:52","Sales","Sale","Ready","Free Hold","Commercial","JUMEIRAH PARK","Land","Commercial","7700000","566.86","566.86","","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-19385-2026","2026-06-23 10:30:35","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2550000","137.29","137.29","2 B/R","B3-164","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","TRIDENT GRAND"
"11-19386-2026","2026-06-23 10:32:38","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","880000","59.88","59.88","1 B/R","G-247","","","","0","0","","The Hamilton"
"11-19387-2026","2026-06-24 11:08:24","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","810000","67.72","67.72","1 B/R","G-02","","","Expo 2020 Site","0","0","",""
"11-19388-2026","2026-06-23 10:28:47","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2600000","144.04","144.04","","","","","","0","0","","DAMAC LAGOONS - COSTA BRAVA (1)"
"11-19389-2026","2026-06-23 10:59:56","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1476000","76.31","76.31","1 B/R","B3-21","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","WEST WHAREF TOWER"
"11-19390-2026","2026-06-23 11:20:44","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2000000","68.06","68.06","1 B/R","B2-59","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Island Park II "
"11-19391-2026","2026-06-23 10:41:06","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1160000","72.64","72.64","1 B/R","B1-186","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Aurora"
"11-19392-2026","2026-06-23 10:46:14","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1525000","116.24","116.24","2 B/R","P1-33","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Amber"
"11-19393-2026","2026-06-23 10:45:00","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","4050000","260.21","260.21","4 B/R","","","","","0","0","","Arabian Ranches lll - Raya"
"11-19394-2026","2026-06-25 16:45:55","Sales","Sale","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Building","Villa","3268000","668.86","668.86","6 B/R","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL KHAIL HEIGHTS"
"11-19395-2026","2026-06-23 11:04:01","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1000000","70.48","70.48","1 B/R","G-89","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","MIRACLZ TOWER"
"11-19396-2026","2026-06-23 10:48:38","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","925000","73.06","73.06","1 B/R","GZ4B06","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - MESK"
"11-19397-2026","2026-06-23 10:46:11","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","499500","45","45","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-19398-2026","2026-06-23 10:58:10","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2000000","74.7","74.7","1 B/R","B1-15","Creek Metro Station","Dubai Mall","Dubai International Airport","0","0","","The Grand "
